hotel_name,name,rating,review
Hotel Tentrem Semarang,Melyanti Liando,5.0,"I stayed in this hotel Twice. The first was on 9-10 January 2022 and the second was on 28-30 July 2022. Room is spacious, got 2 beds. Breakfast is delicious, many variation of food. The gym facilities is good, the equipment is complete and clean. The meeting room is good The lobby also very cozy. Want to back here soon...."
Hotel Tentrem Semarang,F Paul,5.0,"We enjoyed our stay here. The room is not as big as some 5 stars hotels in Java but it's very comfortable. The only difficulty I had was trying to adjust the room air conditioning. Swimming pool is nice but the breakfast buffet by the pool takes the cake. There are so many options, including Semarang specialties. I wish I could try everything! Food were laid out well and staff were accommodating."
Hotel Tentrem Semarang,Cynthia Isabella,5.0,"Two months ago, I stayed at Tentrem Hotel Semarang with my family. When we first arrived, we were immediately greeted by the bellboy, who also carried our suitcases. Then, at check-in time, we were served quickly, so we didn't have to wait too long, and after that, we were escorted immediately to our room. At night, we ordered food at the hotel via the telephone. It didn't take a long time for the food to arrive in our room. The next morning, when I had breakfast at the hotel, the waiters there greeted me with a friendly greeting and immediately escorted us to an empty seat. Then, the waiter also offered coffee or tea, and it was brought directly to our table. During our 4 days there, we were served in a professional and friendly manner. Their professionalism and great service made us want to go back there."
Hotel Tentrem Semarang,Karel K. Himawan,5.0,"The hotel that gives you a one of a kind experience! Unlike most 5-stars hotels, you can experience their authenticity in every corner of the hotel. They provide jamu and other traditional drinks in the mini bar. Semarang authentic food were provided in breakfast. Location is strategically located quite close to the heart of the city, but far enough to avoid hustle bustle of the city."
Hotel Tentrem Semarang,Francois Barbe,5.0,"First class service in a first class way. A real five stars hotel with all the amenities you dream of. Beds are soft, we sleep great. Staff at the pool or the restaurant is very helpful and friendly. A super memory for all our family.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Winny Rachmani,5.0,"Our stay at Hotel Tentrem was the best decision. The room is excellent. Bed is spacious (for 2 adults and 2 children). I love the view from our room (It's the iconic swimming pool). Breakfast is amazing, especially if you are into local's food."
Hotel Tentrem Semarang,Amelia,5.0,"One of the newest hotel in Semarang. A luxury hotel with traditional touch throughout, classy, elegant with characters. Staff are friendly and attentive. Great breakfast selections as they include many traditional semarang + Javanese foods. We will be back for sure."
Hotel Tentrem Semarang,Indra Nafi,5.0,"It was one of luxurious hotels in Semarang which offered the guests with convenient services. The location was strategic, the room was comfortable and super completed, and it's equipped with a shopping mall and an apartment. The breakfast menus are tasteful. Everyone enjoyed their meals, including special menus from local semarang food and beverage. However, the price for a night was a bit expensive because it made sense with the quality of service. Thank you."
Hotel Tentrem Semarang,ony,4.0,"Hotel lobby is luxury, big as five star hotel standard. They prepare welcome drink. We should wait 20 minutes to get the room key after check in. Average size room for that price, I think the room is smaller compare to other five star hotel in Jakarta or Yogja with same price. Toilet amenities are complete. Breakfast food menus and taste are standar. This hotel connected to Tentrem mall. So you can easy find food or cafe for lunch or dinner."
Hotel Tentrem Semarang,Riska Mordiana,5.0,"Great room, amazing lobby, wide variations in breakfast (western, eastern, original Semarang foods, pastries and... Ice cream!). The location is good, near Simpang Lima area. Great services from everyone too :)Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Bobby Wibisono Wijaya,5.0,"I would like to recommend this place. The room was nice with all of the complementary of mini bar that free of charges. And what i really love is the breakfast staff at resto kayu manis specially zainal. Well most of the food contain sugar. I did mention to him about my diabetic issue and he really ask me about what kind of food i have to avoid, and ask the kitchen prepare it for me. Shout out to Zainal for taking care of me."
Hotel Tentrem Semarang,I love Food,4.0,"The rooms are spacious, clean, and very pretty. Although some of the paintings dod freak me out. Staff were very friendly. What stood out to me most is the breakfast! They had a variety of cuisine from all across the globe, and also local Semarang food. It was the highlight of my stay. For the pool, meh. It felt very awkward swimming in front of people having breakfast. There's no seperation fence/plants, so people could easily come in and out of the breakfast place to the pool. The outdoor breakfast area and the pool is so uncomfortably close. But it's alright. The beautiful tile art in the pool made up for it. The water felt very fresh and nice, didn't feel oddly chemical ish like some pools do. It's across Tentrem mall and very near citraland so you have a variety of food choices near walking distance. There's lots of local street food near the hotel too. My stay at Tentrem Jogja was a 5/5 but I would give Tentrem Semarang a 4/5."
Hotel Tentrem Semarang,Samuel Lumentut,4.0,"This is the most expensive hotel in Semarang. One group with Hotel Tentrem Jogja and Hotel Chanti not far from Hotel Tentrem Semarang. Own by Sido Muncul, the company who produces the world famous Tolak Angin brand. So where to start? Is it luxurious? You bet, service? Excellent, location? Almost all Semarang legendary foods are located within 15 to 20 minutes drive from the hotel which is Godsend. Breakfast? Although the international menus were a bit boring, they have stalls of more than 10 legendary Semarang food like Nasi Ayam Bu Pini, Gudeg Abimanyu, Asem Asem Koh Lim and many other. Oh don't forget to try their tolak angin ice cream. Its... Well ice cream with tolak angin taste... Literally. Its weird at first but its good the more you eat it. Pool also really great. Not too big but on 1 side they have transparent acrylic so it is so unique and cool to take photo at. The hotel is also connected directly to Tentrem mall. Upscale mall with not so many tenants but they have Ice Skating and cinema inside. They also have big aquarium with Arapaima fish native from Amazon river. Its great really. Alfamart is also like 25 steps away literally from hotel lobby should you want to buy water to stock into your room. Just perfect. So why 4 stars? Well.. Room is okay, aircon is cold. Bathroom also okay although the room that I stayed have no bathup. They have electric window that can be transparent or iced so you can't see inside. Pretty cool. The drapes are all provided by Serba Antik. The lifts also very high tech and basically has no button inside them. You push it outside the elevator where you wanna go. Very cool. They also give free minibar stocked with Sido Muncul products for you to try. So again why 4 stars? At this price I think the room should be a bit bigger, have bathup and fully carpeted. Granted they use some kind of marbles or Granite for the flooring, but for me personally plush carpet still make me feel like I'm in a 5 stars hotel instead of marbles or granite. The floor is cold to the touch always. If you use carpet it should be warm when you wanna just sit on the floor. Okay enough ranting. I'm kinda nitpicking over here. This hotel is not bad by any means. Might be the best in Semarang too, but well I'm not easily giving 5 stars anywhere. So this place should merit 4.5 stars for me. A great experience all in all... You should at least try once when you go to Semarang."
Hotel Tentrem Semarang,Andrieas Nanda,5.0,"The BEST hotel in Semarang. The Location near simpang 5 (best for street food) easy access to nearby famous local food. Complete facility for children and parent, large glass view swimming pool, playground, gym, jacuzzi, sauna. Forgot something? Don't worry Access to tentrem mall is as easy as walking around your home. FnB the best breakfast and dinner you can get in semarang"
Hotel Tentrem Semarang,Maya,5.0,"Impressed with Tentrem Hotel Yogyakarta, so we chose this hotel to stay while in Semarang. We stayed in not long after it’s opening in 2020. I loved the feeling when entering the Lobby, smell of Lemongrass was very comforting. In the corner you can found a cute Sido Muncul Cart displaying herbs drinks of Indonesia. The room is quite big. We slept in The double twin bed room. The bed is large enough to sleep one adult and one children. So if you’re a family with 2 small children, this room is perfectly fit! In the morning, breakfast was really really impressive yet surprising too. Literally, you don’t have to hustle round the city to have culinary experience. All the famous dishes in Semarang can be found here! From Nasi Ayam Bu Pini, Lumpia Semarang, Asem Asem Koh Lim, Soto Semarang, Wedang Kacang, es Marem etc. Can’t wait to have staycation again in this hotel someday"
Hotel Tentrem Semarang,Fifi Noveria,5.0,Great place to stay with your family. Located at the heart of Semarang city. Friendly staff. Large size swimming pool.Rooms: 4/5 | Service: 5/5 | Location: 5/5Hotel highlights Luxury …More
Hotel Tentrem Semarang,Handoko Limaho,5.0,"Truly the best Hotel in Semarang…when we were staying here with our family, the hotel was fully booked and we end up in the smoking room. However the management tries to remedy the situation by installing our room with ionizer and room purifier to disperse the scents. The facilities are amazing and especially the breakfast are to die for. We can get all the authentic Semarang food over here. Truly a must place to stay in Semarang"
Hotel Tentrem Semarang,George Hadipoespito,4.0,"Great luxury hotel located in the heart of Semarang. Breakfast is the highlight: the restaurant serves samples of famous local heritage restaurants, it’s almost a complete Semarang culinary trip in one sitting. Unfortunately during this stay, service was a little slow: we had to wait almost 30 minutes to get a staff to unlock the connecting doors between our two rooms."
Hotel Tentrem Semarang,chandra amelia,5.0,"Tentrem Hotel never disappoint. Endless choices of breakfast buffet (ok, not endless, but they do have a vast array of breakfast delicacies), professional and friendly staffs (not to mention fast response too), and their pool is a must-see! Their gym opens until 11pm. Oh this one is also family friendly, the kids club is quite big and definitely entertaining."
Hotel Tentrem Semarang,Kiki Pratiwi,5.0,"I love my stay here. The staff are so friendly and very helpful. The ambience so lovely , combine between Javanese and Tionghoa. Love their breakfast variation menu. Will definitely stay there again when visit to Semarang."
Hotel Tentrem Semarang,Freddy Samad,5.0,"Superb hotel as it should carrying the name Tentrem. Room is fabulous and spacious, made with top notch material like mable bathroom and high thread count sheets. The window between the bathroom and the room is electronically dimmable by a flick of switch, I know smart glass existed for quite a while but it's still fancy nonetheless. Soundproof of the room is great, toilet is spotless, shower drainage works fast; everything as it should be. Breakfast is buffet type and has everything from continental to local Semarang delicacies and everything in between, even ice cream if you fancy your early dessert. Their barrister is also very good with their coffee creations, I love both their hot and cold coffees. They also has a great juice bar, sometimes making a acidic delight detox concoction. I highly recommend the breakfast as your stay package. Hotel facilities are also great, swimming pool looks good and there's a direct access to the small mall. Is it expensive? Yes. Would I return? Absolutely."
Hotel Tentrem Semarang,Sylfia Haryadi,5.0,Great hotel room and most facilities indoor and outdoor can enjoy for the whole family members.Food taste good 😋😋..a lot of choices kind of food local and international food.Service was excellent 👍👍... come and enjoy when stop by at Semarang.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,Donny S,4.0,"Probably the most favorite hotel in Semarang now. Convenient location and is right next to a mall bearing the same name. Buffet spread was amazing: western, japanese and lots of Indonesian favorites. Probably one of the best in the city.Rooms: 5/5 | Service: 4/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Elaine Abigail Kwok,5.0,The place is big.it is really aesthetic. The swimming pool is so big the first time i went there i was shocked 😱🤯. Their breakfast is amazing though. Their room tv can be set to youtube their rooms are big and i love their bed it is very comfortable.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,Firman Adi Prayogo,5.0,"Just one word, Amazing! My first stay at Tentrem Hotel was going very well as I have event there. The receptionist, Saskia (if I am not mistaken) gave me early check in and best room view ever (1709) if you prefer high floor. Furthermore, the breakfast is absolutely one thing that you have to enjoy! As they offer plenty variety of food and also famous Semarang street food. It is magic! Last, I appreciate Saskia when I did check out. She greets me with my name even before I gave my key card. I am truly honoured to stay at Tentrem Hotel Semarang. That is one thing that I never get at any hotel before. Fully recommend to stay here!"
Hotel Tentrem Semarang,Yuniati Wibowo,5.0,Good place to stay when you're in Semarang. The service is very good. The staffs are kind and helpfull. Breakfast is superb. Surely will be back to stay in Hotel Tentrem again when when we go to Semarang👍👍👍Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,Cecilia Setiawan,5.0,"Not so big but comfy, the breakfast buffet is complete and quite deliciousThe service is excellentThe hotel is clean and follow the health protocol very wellRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Iwan Iskandar,5.0,"Will always be one of the best hotels in Semarang.Great Pool, the beautiful hotel room keys are allowed to bring home as souvenirs (free of charge)"
Hotel Tentrem Semarang,"Setyawan Antono, MBA",5.0,"Its the ultimate local chain hotel. So good, clean right at the center of Semarang city. Near to stalls even it has mall of its own."
Hotel Tentrem Semarang,lukianto wibowo,5.0,"Service are totally good. Food and beverage are awsome. Parking, pool and other facilities are great. City view are great as well. This is recomended and one of the best in Semarang. Can't wait to feel the same experience on Tentrem Jogja"
Hotel Tentrem Semarang,Roy Kurniawan,5.0,"Everything is so Five Star, Can I give them Diamond instead of star?Great ambience.Rooms: 5/5 | Service: 5/5 | Location: 5/5Hotel highlights Luxury …More"
Hotel Tentrem Semarang,Muhammad Ikhsan Al Farraby,5.0,"I think this is the best hotel in Semarang, Central Java. They offer great services, cozy room, and strategic location. Definitely gonna stay here again if I visit Semarang again in the future.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Riza Satria,2.0,"Service not as good as Tentrem Jogja.. especially breakfast service, staffs were not paying attention to who's first in queue, chaos inside the breakfast area, very low helping attitude among staffs to guests (helping open door, seating arrangements, cutting fruits, etc).. Should bring Tentrem Jogja staffs to help setting Tentrem's standard working culture to Tentrem Semarang.."
Hotel Tentrem Semarang,Heng Dju Ong,3.0,"Upscale place but also comes with very limited parking space. Even though it's at prime location, whenever anyone going to stay here just be prepare to compete for parking with all the mall visitors and what not."
Hotel Tentrem Semarang,Xtian Hyd,5.0,Great hotel for family members vacation... the food taste delicious 😋Spacious room with lemon grass aromatic.Recommended hotel when visit Semarang.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,Asdani Kindarto,5.0,"The mall is perfect, but I still no experience in the hotel. So maybe the next chance if I have been there I will revise my star.Rooms: 4/5 | Service: 4/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Bryant Matthew Potro,5.0,"Great room, great services, great breakfast, its a good place to stay, but please revise your managing breakfast flow to avoid crowdingRooms: 5/5 | Service: 5/5 | Location: 4/5Hotel highlights Luxury, High-tech …More"
Hotel Tentrem Semarang,Chatrine Anindia,5.0,Food was so tastyyyy and deliciouss at Kayu Manis Restauranttt!!! Good ambience and feel so fancy & luxury! Great Restaurant with kind service from Vilan. Thank youuu Tentrem SemarangRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Tentrem Semarang,Tiffany,5.0,"The first thing you'll notice when you enter the hotel is the unique smell, you can smell ginger in the air in almost every area of the hotel. The room is pretty big and clean. They provide many choices and variations on breakfast. The staff are friendly and helpful. They sure are quite expensive, but it's equal to the quality and service they provide"
Hotel Tentrem Semarang,Martinus,3.0,"Stayed at the hotel during max occupancy i think. Lines were long, waiting time were also long, request got overlooked. basically they should be working much more efficiently at high load, because Tentrem bears the title best hotel in SMG. However room service is great, food quality was great. Breakfast selection also great. Pool bar service, Health center, Kids area also maintained great service."
Hotel Tentrem Semarang,Tofik Indradjaja,5.0,"Very nice hotel. Great room, very friendly staff. The only negative thing is when I'm at the pool, I can't charge my food to the room. People usually don't bring wallet or anything to the pool.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Prawidhi Wahyuni,5.0,"Good service clean neat and nice room. Love Tentrem Hotel both in Semarang and Yogya.Rooms: 5/5 | Service: 5/5 | Location: 5/5Hotel highlights Luxury, Relaxing, Kid-friendly, High-tech …More"
Hotel Tentrem Semarang,Rocky Saputra,4.0,"Nice and clean hotel.The staff are helpful and quick in response.Have to improve how to handle the guests, especially in and after emergency evacuation.Rooms: 5/5 | Service: 4/5 | Location: 5/5 …More"
Hotel Tentrem Semarang,Yosephine Febiyanti,5.0,"Really nice hotel to stay, starting from the lobby, interior is really nice and soothing esp with the fragrance of lemongrass. Service is really good, room is modern n nice. And the best thing is the BREAKFAST!! You can have all Semarang/Central Java culinary in one place and all are good! Breakfast is much much recommended when you stay here."
Hotel Tentrem Semarang,Veronica Gunawan,5.0,"I could easily give 10 stars for this hotel! Wonderful 5 Star hotel with all of Semarang's iconic cuisines under one roof! I asked one of the chefs there. Apparently the hotel aims to provide local cuisines by buying them directly from the local vendors, so guests don't have to venture out in the heat to taste the local cuisines. Brilliant! It's also strategically located right at the city centre so it's very convenient and easy to get to other places like gift shops, restaurants, Lawang Sewu and Kota Lama. The staff were all so curteous, helpful and friendly, they make you feel at home right away. Even though we stayed during the high season when the hotel is fully booked, it's still easy to get help from the staff. Normally it would be very hard to get anything if the hotel is fully booked, but not here. I also fell in love with the peranakan-themed decor throughout the hotel, and the beautiful paintings they have there. I would definitely recommend this hotel to anyone, and can't wait to go back and stay there again."
Hotel Tentrem Semarang,Amrina Rosyada,5.0,"Stayed for 2 nights and 2 days with my husband, we had a large room, clean and sufficient equipment. We had a great 'sahur' with variety menu from local and western food. The taste was good and fresh. This hotel is located next to the tentrem mall where you can find your needs or just killing your time. However, there was a kind of renovation infront of the hotel that made us uncomfortable for waiting outside the hotel main entrance. Though, this hotel deserves the 5 stars for the hospitality of the staffs, the well-managed & clean room, and delicious food."
Hotel Tentrem Semarang,Faela Sufa,5.0,"Arguably the best 5-star hotel in Semarang now. I love Tentrem’s chain. Breakfast selection is great, I love the fact that they serve getuk & plenty traditional food 😍"
Hotel Tentrem Semarang,Amalia,5.0,"It is true that Tentrem is the best hotel in Semarang (so far). It has huge pool, children playground, and endless choice of breakfast."
Hotel Tentrem Semarang,Nur Hardiansyah,5.0,"I really enjoy my visit on Hotel Tentrem. Its worth of money, the services are so excellent. They staff are delightful to assist for any needs of its customer.. The best hotel ever in Semarang with newly iconic building in Semarang they give you a great experience of staying. Many facilities served and superb ambience make it feels like a home."
Hotel Tentrem Semarang,Erwan Aji,5.0,"Luxury and comfortable place,but the parking to small...but they have service excellent...awsome"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Muhammad Abdul Aziz,5.0,"The Ramadan early breakfast was excellent allowing us to take advantage of the good food. It was clean and comfortable. The elevator call button responds in a non-contact manner. A sanitizer is installed everywhere and measures against corona are sufficient. Furthermore, it was very convenient because it was directly connected to the mall."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Tomi Cibro,5.0,"Just a really good hotel in a perfect location. Good bed, good air conditioning, good service, good breakfast where emphasis is on Indonesian food, but there are also enough Western options. The hotel is located on the Simpang Lima, the modern heart of the city where everything happens."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Syahril Ril,5.0,This hotel located in strategic area with Simpang Lima and Center of Semarang. I enjoyed my stay here with my wife and my kids. The view from the pool is romantic and memorable. Thank you !! Surely will come back
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Habibi a,5.0,This hotel located in strategic area with Simpang Lima and Center of Semarang. I enjoyed my stay here with my wife and my kids. The view from the pool is romantic and memorable. Thank you !! Surely will come back
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Rudy Susilo,3.0,"This hotel is about strategic location and handy mall. If you a type of person who doesn't mind staying in old hotel, gloomy room, out of dated shower and leaking spray plus a bit dirty toilet floor, than this hotel is for you. FYI parking space is very limited too. Would be my last visit here.Rooms: 3/5 | Service: 3/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,stanis awi,5.0,Staying at Ciputra gave us extraordinary experience while exploring Semarang. The place is at city centre where giving easy access to reach some of prestigious places of Semarang. The home atmosphere of hotel gave us more convenience in our resting.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Tika Wulandari,5.0,"Excellent location, at the heart of the city, many nearby attraction, and next to mall. All the staff we met were nice, polite and helpful. The hotel was generally clean. Overall services very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Garut 01,5.0,"Excellent location, at the heart of the city, many nearby attraction, and next to mall. All the staff we met were nice, polite and helpful. The hotel was generally clean. Overall services very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Za Rina,5.0,Staying at Ciputra gave us extraordinary experience while exploring Semarang. The place is at city centre where giving easy access to reach some of prestigious places of Semarang. The home atmosphere of hotel gave us more convenience in our resting.
Hotel Ciputra Semarang managed by Swiss-Belhotel International,D & Ry,5.0,"Excellent location, at the heart of the city, many nearby attraction, and next to mall. All the staff we met were nice, polite and helpful. The hotel was generally clean. Overall services very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,TrefyNolandaFahmi,5.0,"Excellent location, at the heart of the city, many nearby attraction, and next to mall. All the staff we met were nice, polite and helpful. The hotel was generally clean. Overall services very good."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,MVP SKAK,5.0,"Just a really good hotel in a perfect location. Good bed, good air conditioning, good service, good breakfast where emphasis is on Indonesian food, but there are also enough Western options. The hotel is located on the Simpang Lima, the modern heart of the city where everything happens."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Niels Vorpahl,5.0,"Great staff across all departments. 17th floor Executive Lounge amazing with super friendly staff. Coffee shop on first floor huge buffet and highlight was that the waiter noticed that I drunk a lot of coffee and after the second day, provided me with a larger cup (mug) so I wont have to stand up all the time. Stayed 7 nights and great location. Also great to see that the general manager interacted with guest. It makes a huge difference. Well done Ciputra. Special thanks to Heru, Amelia, Kiki and Michael."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,video semua sedunia,5.0,"Spent quality times with my family and enjoying good view of simpang lima, most iconic scene in Semarang. Hotel is attached with a mall hence no need to worry about spent time."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Yonie Rusdi,5.0,"Strategic location view to Simpang Lima, connecting to mall.Nice and Clean Room.Variety food for breakfast, helpful staff and Complete Facility (Gym and Pool).Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Kenzo Brooo,5.0,"The warm welcome, the room service, the cleanliness make me want to stay not only for business trips but for staycation too"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Azack Metal,5.0,"The warm welcome, the room service, the cleanliness make me want to stay not only for business trips but for staycation too"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Rahmah Diani,5.0,"Five star hotel, old style modern but still well maintain. Great place o staycation."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Bray Wok,4.0,"Quite an old hotel at the prime location of Simpang Lima, the rooms were out dated, nice n large lobby area, fresh welcome drinks, the pool was quite small, the breakfast was so standard btw. The staffs were nice n friendly. The interiors need to be upgrated to more competitive. It was just within walking distances to get to the nice street foods. There is a connecting door tonthe mal which makes it easier to get everything we need."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Aekok Batam,5.0,"The Front Office are very helpful and friendly, since the rooms are available I can directly check inThank you so muchRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,ŞĮŢĮ ŇŲŘÄĚÑÏ,5.0,"Nice experience while stay at this hotel with family, humble staffs in the front desk."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Vincent Verjaal,5.0,"We had a wonderful stay at the Ciputra hotel. The staff was super friendly and we were always welcome to conact them if we needed anything. The room was very clean as well as the swimming pool and gym👌 The hotel is located in the city centre which has a lot of cabs standing nearby. There is even a shopping mall next to the hotel, so enough choices!"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,HRD Shorashmedia,5.0,"Enjoyable bussiness trip in Semarang is made possible by Hotel Ciputra. With its helpful staffs, 3 C room (clean-comfortable-Capacious), and tasty meals, they made sure I'll come back to here once again. Overall, an AMAZING experience."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Petra “Petra” Ang,4.0,"Just had breakfast, not staying the night. Sadly no my fav menu, french toast. But bread pudding is so fluffy & delicious ❤ In the web, price for breakfast is 60k, but in reality, they upped it to 110k."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Marni Lau,5.0,"Quite an old hotel at the prime location of Simpang Lima, the rooms were out dated, nice n large lobby area,"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Vincent Wongso,4.0,"always drive through this hotel and try to spend a night here after 4 nights in ciputra surabaya + surprisingly clean and such a shame for competitor across that looks clean outside but dirty inside + location is just awesome + bathtub but there is an issue + good noise insulation from next door + linked to the shopping mall (not one but two) + tons of food and attractions outside + smart tv is a nice addition + proper fridge + nice view from the room (if you pick simpang lima view) + staff are really helpful and fast check in process. they are even still helpful even after i checked out and i asked for invoice. thanks a lot for Shinta!! + simpang lima is just awesome + tons of delicious food if you walk a bit. - its smells old and feels old - the basement parking is a disaster - going into the building is very difficult thanks to the online taxi driver - the building spotlight pointed straight to my eyes and its difficult to see outside. instead of see simpang lima, i ended up saw the spotlight. luckily they turned it off after 9pm - bathtub are pretty useless, knob are broken - can't control the temperature - would be nice to put some reflective window tint way better than i expected to be honest, but it doesn't fit me and i prefer to slept somewhere else next time."
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Dani Handani,5.0,"the bellboy was so helpful and generous. however, what i found unfortunate was the foods"
Hotel Ciputra Semarang managed by Swiss-Belhotel International,Masela Fadjar Pratiwi,5.0,Had a wonderful night to stay at ciputra hotel in Semarang. Good services. Nice breakfast and strategic location. Thank youRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hotel Ciputra Semarang managed by Swiss-Belhotel International,E T P,5.0,"Recommended place to stay at Ciputra Hotel, Semarang. The hotel is really impressive, clean, and so beautiful. The staffs very friendly and helpful, the service is very good!"
